seq,study_id,effect_id,authors,year,title,journal,doi,priority,l2_deep_reason,dedup_key,country,sample_start,sample_end,n,r,r_quadratic,turning_point,beta,t_value,f_value,df,icrv,cdai,cdai_source,dpl,doi_type,fp_type,is_estimated,is_partial,is_panel,endogeneity_corrected,extraction_status,coder,notes
50,Yu_2025,Yu_2025_e1,"Yu, Pei; Chen, Yilan; Zhao, Yumiao",2025,Overcoming the ESG Voids at Home: Supplier ESG Performance and the Internationalization of Emerging Market Multinational Enterprises,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-025-00573-9,Medium,L2:title-I+P-confirmed,yu_2025,,,,,,,,,,,,2,,,3,other,,,,,,,,L2:title-I+P-confirmed
53,Andreu_2025,Andreu_2025_e1,"Andreu, Rosario; Rienda, Laura; Ruiz-Fernandez, Lorena",2025,The role of intellectual capital and women managers in the internationalization-performance relationship: An analysis of Spanish hotel firms,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2025.115378,Medium,L2:title-I+P-confirmed,andreu_2025,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
55,Wang_2025,Wang_2025_e1,"Wang, Ziyi; Fang, Xiuyuan; Li, Yuanxu",2025,Internationalization rhythm and corporate innovation performance in an emerging market,MANAGEMENT DECISION,,Medium,L2:title-I+P-confirmed,wang_2025,,,,,,,,,,,,2,,,3,other,,,,,,,,L2:title-I+P-confirmed
56,MartosPedrero_2025,MartosPedrero_2025_e1,"Martos-Pedrero, Antonio; Cortes-Garcia, Francisco Joaquin; Abad-Segura, Emilio; Belmonte-Urena, Luis J.",2025,"Internationalization, innovation, and resilience: Financial performance of agricultural cooperatives in southeastern Spain's rural economy",JOURNAL OF RURAL STUDIES,10.1016/j.jrurstud.2025.103682,Medium,L2:title-I+P-confirmed,martospedrero_2025,,,,,,,,,,,,,,,3,other,financial_perf,,,,,,,L2:title-I+P-confirmed
62,Zhong_2025,Zhong_2025_e1,"Zhong, Xi; Ren, Ge; Wu, Xiaojie",2025,"Financial performance shortfalls, innovation performance shortfalls and returnee executives: does the internationalization of firms matter?",INTERNATIONAL MARKETING REVIEW,10.1108/imr-02-2024-0045,Medium,L2:title-I+P-confirmed,zhong_2025,,,,,,,,,,,,,,,3,other,financial_perf,,,,,,,L2:title-I+P-confirmed
68,Bukalska_2025,Bukalska_2025_e1,"Bukalska, Elzbieta; Czerniak, Jakub; Florek, Irmina",2025,The Impact of Internationalization on Firm Performance of High-Tech Companies in Poland in the Context of Covid-19,INZINERINE EKONOMIKA-ENGINEERING ECONOMICS,10.5755/j01.ee.36.3.31403,Medium,L2:title-I+P-confirmed,bukalska_2025,,,,,,,,,,,,3,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
76,Nguyen_2025,Nguyen_2025_e1,"Nguyen, Ngoc Minh; Nguyen, Huong Thi Lien; Mai, Cuong The; Pham, Ngoc Thi Kim; Nguyen, Huyen Thi",2025,Effects of internationalization on supply chain agility and business performance of manufacturing firms in Vietnam,JOURNAL OF GLOBAL OPERATIONS AND STRATEGIC SOURCING,10.1108/jgoss-10-2024-0102,Medium,L2:title-I+P-confirmed,nguyen_2025,,,,,,,,,,,,2,,,3,other,,,,,,,,L2:title-I+P-confirmed
77,Tran_2025,Tran_2025_e1,"Tran, Ai-Cam; Dao, Thu-Hien Thi",2025,"Open innovation, market orientation, intellectual capital readiness and higher education institutions' internationalisation performance: the moderating role of entrepreneurial leadership",JOURNAL FOR INTERNATIONAL BUSINESS AND ENTREPRENEURSHIP DEVELOPMENT,10.1504/jibed.2025.10071182,Medium,L2:title-I+P-confirmed,tran_2025,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
78,Shih_2025,Shih_2025_e1,"Shih, Yu-Yuan; Lin, Chih-An",2025,Foreign direct investment strategies and corporate social performance in emerging multinational enterprises: driving sustainability amidst supply chain restructuring,JOURNAL OF BUSINESS & INDUSTRIAL MARKETING,10.1108/jbim-01-2025-0047,Medium,L2:title-I+P-confirmed,shih_2025,,,,,,,,,,,,,,,3,FDI,,,,,,,,L2:title-I+P-confirmed
80,Chang_2025,Chang_2025_e1,"Chang, Yali; Wu, Yijie; Lv, Yue",2025,RMB internationalization and firms' total factor productivity-micro-analysis based on the dual circulation perspective,ASIA-PACIFIC JOURNAL OF ACCOUNTING & ECONOMICS,10.1080/16081625.2025.2596994,Medium,L2:title-I+P-confirmed,chang_2025,,,,,,,,,,,,,,,3,other,TFP,,,,,,,L2:title-I+P-confirmed
81,Shin_2025,Shin_2025_e1,"Shin, Joon-Ho; Choi, Chang-Bum",2025,Comparative Study on the Impact of Ownership Concentration on Internationalization and Performance: Family versus Non-family Firms in Korea,JOURNAL OF KOREA TRADE,10.35611/jkt.2025.29.6.173,Medium,L2:title-I+P-confirmed,shin_2025,,,,,,,,,,,,1,,,3,other,,,,,,,,L2:title-I+P-confirmed
85,Rozanski_2025,Rozanski_2025_e1,"Rozanski, Jerzy; Lopez-Morales, Jose Satsumi; Bogolebska, Justyna",2025,Internationalisation and the Financial Performance of Companies,FOLIA OECONOMICA STETINENSIA,,Medium,L2:title-I+P-confirmed,rozanski_2025,,,,,,,,,,,,,,,3,other,financial_perf,,,,,,,L2:title-I+P-confirmed
90,Cunha_2024,Cunha_2024_e1,"da Cunha, Henrique Correa; Amal, Mohamed; Floriani, Dinora Eliete; Fleury, Maria Tereza Leme",2024,Firm internationalization approaches and performance: the moderating role of the home country's formal institutions,INTERNATIONAL JOURNAL OF EMERGING MARKETS,10.1108/ijoem-08-2021-1299,Medium,L2:title-I+P-confirmed,cunha_2024,,,,,,,,,,,,2,,,3,other,,,,,,,,L2:title-I+P-confirmed
91,Wang_2024,Wang_2024_e1,"Wang, Xuetong; Feng, Xu; He, Yujun; Cui, Xuezhu; Song, Xiangnan; Xi, Mingbo; Liu, Jingkuang",2024,How does corporate internationalization affect the link between social responsibility and financial performance? Evidence from China,JOURNAL OF ENVIRONMENTAL PLANNING AND MANAGEMENT,10.1080/09640568.2023.2189057,Medium,L2:title-I+P-confirmed,wang_2024,,,,,,,,,,,,2,,,3,other,financial_perf,,,,,,,L2:title-I+P-confirmed
95,Zhang_2024,Zhang_2024_e1,"Zhang, Wei; Zhong, Xiuli; Li, Xue",2024,The impact of degree of internationalization of MNEs on green innovation performance: The moderating role of absorptive capacity and global dynamic management capability,CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT,10.1002/csr.2592,Medium,L2:title-I+P-confirmed,zhang_2024,,,,,,,,,,,,,,,3,DOI,,,,,,,,L2:title-I+P-confirmed
99,Khatua_2024,Khatua_2024_e1,"Khatua, Apalak; Mondal, Arindam; Dhanda, Supria",2024,The internationalization and performance of INVs: Liability or learning advantages of newness?,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-023-00345-2,Medium,L2:title-I+P-confirmed,khatua_2024,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
108,Johanson_2024,Johanson_2024_e1,"Johanson, Martin; Oliveira, Luis",2024,The Performance of Decision-Making Strategies in SME Internationalization: The Role of Host Market's Institutional Development,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-024-00534-8,Medium,L2:title-I+P-confirmed,johanson_2024,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
110,Filho_2024,Filho_2024_e1,"Filho, Antonio rodrigues albuquerque; Garcia, E. D. I. T. I. N. E. T. E. ANDRe D. A. R. O. C. H. A.; de Vasconcelos, Alessandra carvalho",2024,THE INFLUENCE OF INTERNATIONALIZATION ON THE FINANCIAL PERFORMANCE OF BRAZILIAN AND EUROPEAN COMPANIES,REVISTA GESTAO ORGANIZACIONAL,,Medium,L2:title-I+P-confirmed,filho_2024,,,,,,,,,,,,2,,,3,other,financial_perf,,,,,,,L2:title-I+P-confirmed
111,Amin_2024,Amin_2024_e1,"Amin, Ali; Ali, Rizwan; Rehman, Ramiz Ur",2024,Effects of female CEO and female CFO on internationalization and firm performance,CORPORATE GOVERNANCE-THE INTERNATIONAL JOURNAL OF BUSINESS IN SOCIETY,10.1108/cg-12-2022-0512,Medium,L2:title-I+P-confirmed,amin_2024,,,,,,,,,,,,,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
112,Civelek_2024,Civelek_2024_e1,"Civelek, Mehmet; Kljucnikov, Aleksandr; Hruska, Roman; Svetlik, Jaroslav; Vavrecka, Vladimir",2024,Global Competitive Strategies: Assessing the Role of Marketing Tools in SME Internationalization and Financial Performance,JOURNAL OF COMPETITIVENESS,,Medium,L2:title-I+P-confirmed,civelek_2024,,,,,,,,,,,,,,,3,other,financial_perf,,,,,,,L2:title-I+P-confirmed
114,Zhang_2024,Zhang_2024_e1,"Zhang, Jintao; Chen, Stephen; Tan, Hao",2024,The Internationalization-Environmental Performance Relationship: Does it Differ between MNEs in Advanced and Less Advanced Economies?,BUSINESS STRATEGY AND THE ENVIRONMENT,10.1002/bse.3797,Medium,L2:title-I+P-confirmed,zhang_2024,,,,,,,,,,,,1,,,3,other,,,,,,,,L2:title-I+P-confirmed
117,Arbelo_2024,Arbelo_2024_e1,"Arbelo, Antonio; Arbelo-Perez, Marta; Perez-Gomez, Pilar",2024,Internationalization and individual firm performance: a resource-based view,EURASIAN BUSINESS REVIEW,10.1007/s40821-024-00276-5,Medium,L2:title-I+P-confirmed,arbelo_2024,,,,,,,,,,,,,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
119,Carchano_2024,Carchano_2024_e1,"Carchano, Marcos; Carrasco, Inmaculada; Gonzalez, Angela; Saez-Martinez, Francisco J.",2024,Analysis the nexus between internationalization and financial performance in wine industry: The effect of proactive environmental strategy and eco-innovation,CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT,10.1002/csr.2894,Medium,L2:title-I+P-confirmed,carchano_2024,,,,,,,,,,,,,,,3,other,financial_perf,,,,,,,L2:title-I+P-confirmed
120,Wang_2024,Wang_2024_e1,"Wang, Shanshan; Chen, Fenglan; Yang, Xiaoyan",2024,"Environmental, social and governance performance: Can and how it improve internationalization of Chinese A-share listed enterprises",HELIYON,10.1016/j.heliyon.2024.e33492,Medium,L2:title-I+P-confirmed,wang_2024,,,,,,,,,,,,2,,,3,other,,,,,,,,L2:title-I+P-confirmed
125,Purkayastha_2024,Purkayastha_2024_e1,"Purkayastha, Anish; Karna, Amit; Sharma, Sunil; Bhadra, Dhiman",2024,Role of resource investment management and strategic resource deployment capabilities in internationalization-performance relationship,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2024.101122,Medium,L2:title-I+P-confirmed,purkayastha_2024,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
128,Andreu_2024,Andreu_2024_e1,"Andreu, Rosario; Rienda, Laura; Ruiz-Fernandez, Lorena",2024,THE MODERATING EFFECT OF WOMEN MANAGERS IN THE INTERNATIONALISATION AND INTELLECTUAL CAPITAL-PERFORMANCE RELATIONSHIP,TRANSFORMATIONS IN BUSINESS & ECONOMICS,,Medium,L2:title-I+P-confirmed,andreu_2024,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
132,Hosseini_2024,Hosseini_2024_e1,"Hosseini, Mojtaba; Brege, Staffan; Nord, Tomas",2024,"When market leads innovation: The interplay of internationalisation, innovation and productivity among Swedish wood manufacturing SMEs",WORLD ECONOMY,10.1111/twec.13639,Medium,L2:title-I+P-confirmed,hosseini_2024,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
134,Soesetio_2024,Soesetio_2024_e1,"Soesetio, Yuli; Siswanto, Ely; Subagyo, Muhammad; Fuad, Muhammad; Rudiningtyas, Dyah Arini; Astutik, Siti",2024,The role of internationalisation in moderating the impact of ESG disclosure on financial performance,ECONOMICS AND BUSINESS REVIEW,10.18559/ebr.2024.3.1217,Medium,L2:title-I+P-confirmed,soesetio_2024,,,,,,,,,,,,,,,3,other,financial_perf,,,,,,,L2:title-I+P-confirmed
138,Wang_2024,Wang_2024_e1,"Wang, Junlin; Kim, Minho; Zhang, Chenyu",2024,The Synergy Effect of Internationalization and R&D Intensity on Firm Performance in Korea: A Perspective Based on Knowledge- Based Theory,JOURNAL OF KOREA TRADE,,Medium,L2:title-I+P-confirmed,wang_2024,,,,,,,,,,,,1,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
139,Marin_2024,Marin_2024_e1,"Marin, Raquel; Santos-Arteaga, Francisco J.; Tavana, Madjid; Di Caprio, Debora",2024,Productivity Improvements Triggered by Robotization and Internationalization Processes: The Spanish Experience,ARTIFICIAL INTELLIGENCE AND BUSINESS TRANSFORMATION,,Medium,L2:title-I+P-confirmed,marin_2024,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
141,Barbosa_2023,Barbosa_2023_e1,"Barbosa, Natalia",2023,"Outward Foreign Direct Investment, Restructuring and Performance Upgrading: Firm-level Evidence from Portugal",GLOBAL BUSINESS REVIEW,10.1177/0972150920916035,Medium,L2:title-I+P-confirmed,barbosa_2023,,,,,,,,,,,,,,,3,FDI,,,,,,,,L2:title-I+P-confirmed
144,Porto_2023,Porto_2023_e1,"Porto, Rafael Barreiros; Gomes Akitaya, Paula Borges; Oliveira, Denise Santos",2023,Country of brand origin positioning and financial performance: effects on internationalized companies from an emerging market,INTERNATIONAL JOURNAL OF EMERGING MARKETS,10.1108/ijoem-11-2020-1423,Medium,L2:title-I+P-confirmed,porto_2023,,,,,,,,,,,,2,,,3,other,financial_perf,,,,,,,L2:title-I+P-confirmed
145,Rahman_2023,Rahman_2023_e1,"Rahman, Mahfuzur; Hack-Polay, Dieu; Shafique, Sujana; Igwe, Paul Agu",2023,Dynamic capability of the firm: analysis of the impact of internationalisation on SME performance in an emerging economy,INTERNATIONAL JOURNAL OF EMERGING MARKETS,10.1108/ijoem-02-2021-0236,Medium,L2:title-I+P-confirmed,rahman_2023,,,,,,,,,,,,2,,,3,other,,,,,,,,L2:title-I+P-confirmed
150,Pastelakos_2023,Pastelakos_2023_e1,"Pastelakos, Evangelos; Theodoraki, Christina; Catanzaro, Alexis",2023,The role of innovation and internationalization support in small- and medium-sized enterprises' export performance,EUROPEAN MANAGEMENT REVIEW,10.1111/emre.12513,Medium,L2:title-I+P-confirmed,pastelakos_2023,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
151,Dayan_2023,Dayan_2023_e1,"Dayan, Mumin; Leung, Frank Yat Cheong; Ozer, Muammer",2023,Role of imported raw materials in the performance of inward foreign direct investments in Ethiopia,INTERNATIONAL JOURNAL OF EMERGING MARKETS,10.1108/ijoem-09-2020-1097,Medium,L2:title-I+P-confirmed,dayan_2023,,,,,,,,,,,,2,,,3,FDI,,,,,,,,L2:title-I+P-confirmed
155,Wu_2023,Wu_2023_e1,"Wu, Renhong; Kim, Minho",2023,Does internationalization matter for corporate social performance of Chinese firms?,JOURNAL OF CORPORATE ACCOUNTING AND FINANCE,,Medium,L2:title-I+P-confirmed,wu_2023,,,,,,,,,,,,2,,,3,other,,,,,,,,L2:title-I+P-confirmed
157,Rienda_2023,Rienda_2023_e1,"Rienda, Laura; Ruiz-Fernandez, Lorena; Poveda-Pareja, Esther; Andreu-Guerrero, Rosario",2023,CSR drivers of fashion SMEs and performance: the role of internationalization,JOURNAL OF FASHION MARKETING AND MANAGEMENT,10.1108/jfmm-06-2021-0151,Medium,L2:title-I+P-confirmed,rienda_2023,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
163,Luu_2023,Luu_2023_e1,"Luu, Tien Dung; Trinh, Lan Anh; Nguyen, Thanh Phuong Binh; Ngo, Ngoc Linh Chi; Le, Nguyen Phuong Nhi; Vu, Nhat Vi",2023,Degree of internationalisation and firm performance: the flattening role of organisational slack resources,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,10.1108/ribs-03-2022-0030,Medium,L2:title-I+P-confirmed,luu_2023,,,,,,,,,,,,,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
167,Sadeghi_2023,Sadeghi_2023_e1,"Sadeghi, Arash; Aliasghar, Omid; Bouguerra, Abderaouf",2023,Unpacking the relationship between post-entry speed of internationalization and export performance of SMEs: A capability-building perspective,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2022.100982,Medium,L2:title-I+P-confirmed,sadeghi_2023,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
168,Mendes_2023,Mendes_2023_e1,"Mendes, Telma; Silva, Carina; Braga, Alexandra",2023,"Dancing with Giants: A Unified Framework for Cooperation Networks, Speed of Internationalisation, and Performance",SUSTAINABILITY,10.3390/su15032003,Medium,L2:title-I+P-confirmed,mendes_2023,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
176,Likitwongkajon_2023,Likitwongkajon_2023_e1,"Likitwongkajon, Napaporn; Vithessonthi, Chaiporn",2023,Internationalization and firm performance,GLOBAL FINANCE JOURNAL,,Medium,L2:title-I+P-confirmed,likitwongkajon_2023,,,,,,,,,,,,,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
182,Park_2023,Park_2023_e1,"Park, Sang-Bum",2023,Internationalization and firm performance: moderating role of multi-stakeholder initiatives,MULTINATIONAL BUSINESS REVIEW,10.1108/mbr-10-2022-0168,Medium,L2:title-I+P-confirmed,park_2023,,,,,,,,,,,,,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
187,Batsakis_2023,Batsakis_2023_e1,"Batsakis, Georgios; Theoharakis, Vasilis; Li, Chengguang; Konara, Palitha",2023,Internationalization and digitalization: Their differing role on grocer and non-grocer retailer performance,JOURNAL OF RETAILING,10.1016/j.jretai.2023.07.005,Medium,L2:title-I+P-confirmed,batsakis_2023,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
188,Liao_2023,Liao_2023_e1,"Liao, Hsing-Kuo; Liao, Chin-Wen; Chen, Cheng-Chi; Chen, Tzu-Wen",2023,Examining the Impact of Internationalization and Competitive Advantages on Enterprise Performance in Taiwan's Computer Numerical Control Machine Industry,SUSTAINABILITY,10.3390/su152115652,Medium,L2:title-I+P-confirmed,liao_2023,,,,,,,,,,,,1,,,3,other,,,,,,,,L2:title-I+P-confirmed
195,Zhang_2022,Zhang_2022_e1,"Zhang, Song; Li, Haoze; Chen, Chunlai",2022,Outward FDI and productivity promotion of exporting firms: firm-level evidence from China,INTERNATIONAL JOURNAL OF EMERGING MARKETS,10.1108/ijoem-07-2020-0795,Medium,L2:title-I+P-confirmed,zhang_2022,,,,,,,,,,,,2,,,3,FDI,,,,,,,,L2:title-I+P-confirmed
198,Ding_2022,Ding_2022_e1,"Ding, Zhenkuo; Ye, Guangyu; Huang, Sheng; Hu, Man",2022,How learning orientation drives the international performance of INVs: the roles of entrepreneurial bricolage and degree of internationalization,MULTINATIONAL BUSINESS REVIEW,10.1108/mbr-07-2020-0155,Medium,L2:title-I+P-confirmed,ding_2022,,,,,,,,,,,,,,,3,DOI,,,,,,,,L2:title-I+P-confirmed
200,Ali_2022,Ali_2022_e1,"Ali, Salman; Mathur, Ajeet N.; Jaiswal, Anand Kumar",2022,Antecedents to firm performance during re-internationalization,AUSTRALIAN JOURNAL OF MANAGEMENT,,Medium,L2:title-I+P-confirmed,ali_2022,,,,,,,,,,,,1,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
201,Faroquc_2022,Faroquc_2022_e1,"Faroquc, Anisur R.; Sultana, Hafiza; Ahmed, Jashim Uddin; Ahmed, Farhad Uddin; Rahman, Mahabubur",2022,The standalone and resource-bundling effects of government and nongovernment institutional support on early internationalizing firms' performance,CRITICAL PERSPECTIVES ON INTERNATIONAL BUSINESS,,Medium,L2:title-I+P-confirmed,faroquc_2022,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
204,BicakciogluPeynirci_2022,BicakciogluPeynirci_2022_e1,"Bicakcioglu-Peynirci, Nilay; Morgan, Robert E.",2022,Unbundling the Effects of Internationalization on Firm Performance in Emerging Economies: The Moderating Effects of Strategic Resource Decisions,JOURNAL OF INTERNATIONAL MARKETING,10.1177/1069031x211030686,Medium,L2:title-I+P-confirmed,bicakcioglupeynirci_2022,,,,,,,,,,,,2,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
205,Xiao_2022,Xiao_2022_e1,"Xiao, Peng; Sun, Xiaoxia",2022,Does internationalization strategy promote enterprise innovation performance?-The moderating effect of environmental complexity,MANAGERIAL AND DECISION ECONOMICS,10.1002/mde.3482,Medium,L2:title-I+P-confirmed,xiao_2022,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
207,Azman_2022,Azman_2022_e1,"Azman, Mohd Azrai; Hon, Carol K. H.; Xia, Bo; Lee, Boon L.; Skitmore, Martin",2022,Internationalization and Productivity of Construction Firms in a Developing Country: The Effect of Institutional Environment and Ownership on Malaysian Construction Firms,JOURNAL OF MANAGEMENT IN ENGINEERING,10.1061/(asce)me.1943-5479.0000985,Medium,L2:title-I+P-confirmed,azman_2022,,,,,,,,,,,,2,,,3,other,,,,,,,,L2:title-I+P-confirmed
210,VarasFuente_2022,VarasFuente_2022_e1,"Varas-Fuente, Oscar Javier; Arguedas-Sanz, Raquel; Rodrigo-Moya, Beatriz",2022,Internationalisation and performance in family businesses: influence of the internationalisation path followed,INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP & SMALL BUSINESS,10.1504/ijesb.2022.124453,Medium,L2:title-I+P-confirmed,varasfuente_2022,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
215,Sang_2022,Sang_2022_e1,"Sang, Meiyue; Zhang, Yuqing; Ye, Kunhui; Jiang, Weiyan",2022,Moderating Effects of Internationalization between Corporate Social Responsibility and Financial Performance: The Case of Construction Firms,BUILDINGS,10.3390/buildings12020185,Medium,L2:title-I+P-confirmed,sang_2022,,,,,,,,,,,,,,,3,other,financial_perf,,,,,,,L2:title-I+P-confirmed
226,Zhong_2022,Zhong_2022_e1,"Zhong, Xi; Chen, Weihong; Ren, Ge",2022,The effects of performance shortfalls on firms' exploitation and exploration R&D internationalization decisions: Does industry environmental matter?,TECHNOVATION,10.1016/j.technovation.2021.102408,Medium,L2:title-I+P-confirmed,zhong_2022,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
229,Smallbone_2022,Smallbone_2022_e1,"Smallbone, David; Saridakis, George; Abubakar, Yazid Abdullahi",2022,Internationalisation as a stimulus for SME innovation in developing economies: Comparing SMEs in factor-driven and efficiency-driven economies,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2022.01.045,Medium,L2:title-I+P-confirmed,smallbone_2022,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
230,Sommer_2022,Sommer_2022_e1,"Sommer, Daniel; Bhandari, Krishna Raj",2022,Internationalization of R&D and Innovation Performance in the Pharma Industry,JOURNAL OF INTERNATIONAL MANAGEMENT,,Medium,L2:title-I+P-confirmed,sommer_2022,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
234,Zhai_2022,Zhai_2022_e1,"Zhai, Zhe; Ghosal, Vivek",2022,Internationalization of innovation and firm performance in the pharmaceutical industry,INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,,Medium,L2:title-I+P-confirmed,zhai_2022,,,,,,,,,,,,,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
237,Singh_2022,Singh_2022_e1,"Singh, Rashmeet; Chandrashekar, Deepak; Hillemane, Bala Subrahmanya Mungila; Sukumar, Arun; Jafari-Sadeghi, Vahid",2022,Network cooperation and economic performance of SMEs: Direct and mediating impacts of innovation and internationalisation,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2022.04.032,Medium,L2:title-I+P-confirmed,singh_2022,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
241,Cao_2022,Cao_2022_e1,"Cao, Xin; Li, Peng; Huang, Xiaozhi; Fan, Limin",2022,The dual mechanism of social networks on the relationship between internationalization and firm performance: Empirical evidence from china,PLOS ONE,10.1371/journal.pone.0263674,Medium,L2:title-I+P-confirmed,cao_2022,,,,,,,,,,,,2,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
248,Zhao_2022,Zhao_2022_e1,"Zhao, Xiaoyang; Yi, Changjun; Zhan, Yun; Guo, Minmin",2022,Business environment distance and innovation performance of EMNEs: The mediating effect of R&D internationalization,JOURNAL OF INNOVATION & KNOWLEDGE,10.1016/j.jik.2022.100241,Medium,L2:title-I+P-confirmed,zhao_2022,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
252,Capar_2022,Capar_2022_e1,"Capar, Nejat",2022,Firm resources and internationalisation performance,JOURNAL FOR INTERNATIONAL BUSINESS AND ENTREPRENEURSHIP DEVELOPMENT,,Medium,L2:title-I+P-confirmed,capar_2022,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
254,Mishra_2022,Mishra_2022_e1,"Mishra, Abhishek; Anning-Dorson, Thomas",2022,Dynamic customer-oriented relational capabilities: how do they impact internationalizing firm performance?,JOURNAL OF SERVICE THEORY AND PRACTICE,10.1108/jstp-10-2021-0202,Medium,L2:title-I+P-confirmed,mishra_2022,,,,,,,,,,,,,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
256,Chang_2022,Chang_2022_e1,"Chang, Asma; Mubarik, Shujaat",2022,Taking the international route: Investigating the impact of socioemotional wealth dimensions on family firm performance via internationalisation,ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,10.15678/eber.2022.100305,Medium,L2:title-I+P-confirmed,chang_2022,,,,,,,,,,,,,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
263,Bojnec_2021,Bojnec_2021_e1,"Bojnec, Stefan; Tomsic, Nastja",2021,Corporate sustainability and enterprise performance The mediating effects of internationalization and networks,INTERNATIONAL JOURNAL OF PRODUCTIVITY AND PERFORMANCE MANAGEMENT,,Medium,L2:title-I+P-confirmed,bojnec_2021,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
264,Hejazi_2021,Hejazi_2021_e1,"Hejazi, Walid; Tang, Jianmin; Wang, Weimin",2021,"Selection, learning, and productivity at the firm level: Evidence from Canadian outward FDI",JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/s41267-020-00343-9,Medium,L2:title-I+P-confirmed,hejazi_2021,,,,,,,,,,,,,,,3,FDI,,,,,,,,L2:title-I+P-confirmed
265,Srivastava_2021,Srivastava_2021_e1,"Srivastava, Mohit; Tyll, Ladislav",2021,The effect of industry-specific networking behaviour on the internationalization performance of Czech SMEs,EUROPEAN BUSINESS REVIEW,10.1108/ebr-10-2019-0244,Medium,L2:title-I+P-confirmed,srivastava_2021,,,,,,,,,,,,3,,,3,other,,,,,,,,L2:title-I+P-confirmed
267,Sharapov_2021,Sharapov_2021_e1,"Sharapov, Dmitry; Kattuman, Paul; Rodriguez, Diego; Velazquez, F. Javier",2021,"Using the SHAPLEY value approach to variance decomposition in strategy research: Diversification, internationalization, and corporate group effects on affiliate profitability",STRATEGIC MANAGEMENT JOURNAL,10.1002/smj.3236,Medium,L2:title-I+P-confirmed,sharapov_2021,,,,,,,,,,,,1,,,3,other,financial_perf,,,,,,,L2:title-I+P-confirmed
