seq,title,authors,year,journal,doi_enriched,doi_source,study_id,effect_id,country,sample_start,sample_end,n,r,r_quadratic,turning_point,icrv,cdai,cdai_source,cdai_missing,dpl,doi_type,fp_type,is_estimated,is_partial,is_panel,endogeneity_corrected,include_flag,notes,prescreen_flag,prescreen_reason,prescreen_icrv,prescreen_doi_type,prescreen_fp_type,l2_deep_flag,l2_deep_reason,priority,dedup_status,dedup_key
138,The Synergy Effect of Internationalization and R&D Intensity on Firm Performance in Korea: A Perspective Based on Knowledge- Based Theory,"Wang, Junlin; Kim, Minho; Zhang, Chenyu",2024,JOURNAL OF KOREA TRADE,,crossref_no_match,Wang_2024,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,1,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,new_unique,wang_2024
139,Productivity Improvements Triggered by Robotization and Internationalization Processes: The Spanish Experience,"Marin, Raquel; Santos-Arteaga, Francisco J.; Tavana, Madjid; Di Caprio, Debora",2024,ARTIFICIAL INTELLIGENCE AND BUSINESS TRANSFORMATION,,crossref_no_match,Marin_2024,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,marin_2024
141,"Outward Foreign Direct Investment, Restructuring and Performance Upgrading: Firm-level Evidence from Portugal","Barbosa, Natalia",2023,GLOBAL BUSINESS REVIEW,10.1177/0972150920916035,crossref_score=88,Barbosa_2023,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:FDI,,FDI,,Y,L2:title-I+P-confirmed,Medium,new_unique,barbosa_2023
142,Performance implications of combining innovation and internationalization for Korean small- and medium-sized manufacturing firms: an exploration-exploitation perspective,"Lee, Youngwoo; Hemmert, Martin",2023,ASIAN BUSINESS & MANAGEMENT,10.1057/s41291-020-00144-w,crossref_score=81,Lee_2023,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,1,other,,Y,L2:title-I+P-confirmed,Medium,uncertain-near-year-match,lee_2023
144,Country of brand origin positioning and financial performance: effects on internationalized companies from an emerging market,"Porto, Rafael Barreiros; Gomes Akitaya, Paula Borges; Oliveira, Denise Santos",2023,INTERNATIONAL JOURNAL OF EMERGING MARKETS,10.1108/ijoem-11-2020-1423,crossref_score=78,Porto_2023,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|financial-perf,2,other,financial_perf,Y,L2:title-I+P-confirmed,Medium,new_unique,porto_2023
145,Dynamic capability of the firm: analysis of the impact of internationalisation on SME performance in an emerging economy,"Rahman, Mahfuzur; Hack-Polay, Dieu; Shafique, Sujana; Igwe, Paul Agu",2023,INTERNATIONAL JOURNAL OF EMERGING MARKETS,10.1108/ijoem-02-2021-0236,crossref_score=60,Rahman_2023,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,2,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,rahman_2023
150,The role of innovation and internationalization support in small- and medium-sized enterprises' export performance,"Pastelakos, Evangelos; Theodoraki, Christina; Catanzaro, Alexis",2023,EUROPEAN MANAGEMENT REVIEW,10.1111/emre.12513,crossref_score=76,Pastelakos_2023,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,pastelakos_2023
151,Role of imported raw materials in the performance of inward foreign direct investments in Ethiopia,"Dayan, Mumin; Leung, Frank Yat Cheong; Ozer, Muammer",2023,INTERNATIONAL JOURNAL OF EMERGING MARKETS,10.1108/ijoem-09-2020-1097,crossref_score=73,Dayan_2023,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:FDI,2,FDI,,Y,L2:title-I+P-confirmed,Medium,new_unique,dayan_2023
155,Does internationalization matter for corporate social performance of Chinese firms?,"Wu, Renhong; Kim, Minho",2023,JOURNAL OF CORPORATE ACCOUNTING AND FINANCE,,crossref_no_match,Wu_2023,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,2,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,wu_2023
157,CSR drivers of fashion SMEs and performance: the role of internationalization,"Rienda, Laura; Ruiz-Fernandez, Lorena; Poveda-Pareja, Esther; Andreu-Guerrero, Rosario",2023,JOURNAL OF FASHION MARKETING AND MANAGEMENT,10.1108/jfmm-06-2021-0151,crossref_score=64,Rienda_2023,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,rienda_2023
158,From ambiguity to transparency: influence of environmental information disclosure on financial performance in the context of internationalization,"Wang, Ge; Du, Qi'ang; Li, Xiaodong; Deng, Xiaopeng; Niu, Yanliang",2023,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-022-22664-y,crossref_score=62,Wang_2023,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|financial-perf,,other,financial_perf,Y,L2:title-I+P-confirmed,Medium,uncertain-near-year-match,wang_2023
161,A vicarious learning perspective on the relationship between home-peer performance and export intensity among SMEs,"Baum, Matthias; Sui, Sui; Malhotra, Shavin",2023,INTERNATIONAL MARKETING REVIEW,10.1108/imr-01-2022-0026,crossref_score=76,Baum_2023,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,UNSURE,NO-CLEAR-SIGNAL,,export_ratio,,Y,L2:title-I+P-confirmed,High,new_unique,baum_2023
163,Degree of internationalisation and firm performance: the flattening role of organisational slack resources,"Luu, Tien Dung; Trinh, Lan Anh; Nguyen, Thanh Phuong Binh; Ngo, Ngoc Linh Chi; Le, Nguyen Phuong Nhi; Vu, Nhat Vi",2023,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,10.1108/ribs-03-2022-0030,crossref_score=73,Luu_2023,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,new_unique,luu_2023
167,Unpacking the relationship between post-entry speed of internationalization and export performance of SMEs: A capability-building perspective,"Sadeghi, Arash; Aliasghar, Omid; Bouguerra, Abderaouf",2023,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2022.100982,crossref_score=83,Sadeghi_2023,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,sadeghi_2023
168,"Dancing with Giants: A Unified Framework for Cooperation Networks, Speed of Internationalisation, and Performance","Mendes, Telma; Silva, Carina; Braga, Alexandra",2023,SUSTAINABILITY,10.3390/su15032003,crossref_score=70,Mendes_2023,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,mendes_2023
170,Global strategy collections: Multinationality and performance,"Pedersen, Torben; Tallman, Stephen",2023,GLOBAL STRATEGY JOURNAL,,crossref_no_match,Pedersen_2023,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,High,new_unique,pedersen_2023
172,Born Global Strategies and the Corporate Performance of Korean Firms,"Kang, Che-Yung; Kim, Min-Ho",2023,JOURNAL OF KOREA TRADE,,crossref_no_match,Kang_2023,,,,,,,,,,,,,3,,,,,,,Y,L2:prescreen-Y+fp=firm_performance,Y,INCL:firm-performance,1,,firm_performance,Y,L2:prescreen-Y+fp=firm_performance,Low,new_unique,kang_2023
175,"Survey data on organizational resources and capabilities, export marketing strategy, export competitiveness, and firm performance in exporting firms in Indonesia","Heriqbaldi, Unggul; Jayadi, Achmad; Erlando, Angga; Samudro, Bhimo Rizky; Widodo, Wahyu; Esquivias, Miguel Angel",2023,DATA IN BRIEF,10.1016/j.dib.2023.109112,crossref_score=99,Heriqbaldi_2023,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:exporter|firm-performance,2,,firm_performance,Y,L2:title-I+P-confirmed,Low,new_unique,heriqbaldi_2023
176,Internationalization and firm performance,"Likitwongkajon, Napaporn; Vithessonthi, Chaiporn",2023,GLOBAL FINANCE JOURNAL,,crossref_no_match,Likitwongkajon_2023,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,new_unique,likitwongkajon_2023
178,Liabilities of origin and its influence on firm's corporate social performance? A study of emerging market multinational corporations,"Venugopal, Ajith; Al-Shammari, Marwan; Thotapalli, Prasad M. V.; Fuad, Mohammad",2023,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.22354,crossref_score=71,Venugopal_2023,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,2,other,,Y,L2:title-I+P-confirmed,Low,new_unique,venugopal_2023
179,"Digitalization, internationalization, and firm performance: A resource-orchestration perspective on new OLI advantages","Bhandari, Krishna Raj; Zamborsky, Peter; Ranta, Mikko; Salo, Jari",2023,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2023.102135,crossref_score=81,Bhandari_2023,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,in_existing,bhandari_2023
182,Internationalization and firm performance: moderating role of multi-stakeholder initiatives,"Park, Sang-Bum",2023,MULTINATIONAL BUSINESS REVIEW,10.1108/mbr-10-2022-0168,crossref_score=66,Park_2023,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|MNE|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,new_unique,park_2023
187,Internationalization and digitalization: Their differing role on grocer and non-grocer retailer performance,"Batsakis, Georgios; Theoharakis, Vasilis; Li, Chengguang; Konara, Palitha",2023,JOURNAL OF RETAILING,10.1016/j.jretai.2023.07.005,crossref_score=98,Batsakis_2023,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,batsakis_2023
188,Examining the Impact of Internationalization and Competitive Advantages on Enterprise Performance in Taiwan's Computer Numerical Control Machine Industry,"Liao, Hsing-Kuo; Liao, Chin-Wen; Chen, Cheng-Chi; Chen, Tzu-Wen",2023,SUSTAINABILITY,10.3390/su152115652,crossref_score=71,Liao_2023,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,1,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,liao_2023
195,Outward FDI and productivity promotion of exporting firms: firm-level evidence from China,"Zhang, Song; Li, Haoze; Chen, Chunlai",2022,INTERNATIONAL JOURNAL OF EMERGING MARKETS,10.1108/ijoem-07-2020-0795,crossref_score=79,Zhang_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:FDI|exporter,2,FDI,,Y,L2:title-I+P-confirmed,Medium,new_unique,zhang_2022
197,"Disentangling the relationship between internationalization, incremental and radical innovation, and firm performance","Freixanet, Joan; Rialp, Josep",2022,GLOBAL STRATEGY JOURNAL,10.1002/gsj.1412,crossref_score=79,Freixanet_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,in_existing,freixanet_2022
198,How learning orientation drives the international performance of INVs: the roles of entrepreneurial bricolage and degree of internationalization,"Ding, Zhenkuo; Ye, Guangyu; Huang, Sheng; Hu, Man",2022,MULTINATIONAL BUSINESS REVIEW,10.1108/mbr-07-2020-0155,crossref_score=80,Ding_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|MNE|DOI,,DOI,,Y,L2:title-I+P-confirmed,Medium,new_unique,ding_2022
200,Antecedents to firm performance during re-internationalization,"Ali, Salman; Mathur, Ajeet N.; Jaiswal, Anand Kumar",2022,AUSTRALIAN JOURNAL OF MANAGEMENT,,crossref_no_match,Ali_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,1,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,new_unique,ali_2022
201,The standalone and resource-bundling effects of government and nongovernment institutional support on early internationalizing firms' performance,"Faroquc, Anisur R.; Sultana, Hafiza; Ahmed, Jashim Uddin; Ahmed, Farhad Uddin; Rahman, Mahabubur",2022,CRITICAL PERSPECTIVES ON INTERNATIONAL BUSINESS,,crossref_no_match,Faroquc_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,faroquc_2022
203,Intellectual capital and firm efficiency of US multinational software firms,"Nkambule, Ncamsile Ashley; Wang, Wei-Kang; Ting, Irene Wei Kiong; Lu, Wen-Min",2022,JOURNAL OF INTELLECTUAL CAPITAL,10.1108/jic-02-2021-0041,crossref_score=71,Nkambule_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,1,other,,Y,L2:title-I+P-confirmed,Low,new_unique,nkambule_2022
204,Unbundling the Effects of Internationalization on Firm Performance in Emerging Economies: The Moderating Effects of Strategic Resource Decisions,"Bicakcioglu-Peynirci, Nilay; Morgan, Robert E.",2022,JOURNAL OF INTERNATIONAL MARKETING,10.1177/1069031x211030686,crossref_score=88,BicakciogluPeynirci_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,2,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,new_unique,bicakcioglupeynirci_2022
205,Does internationalization strategy promote enterprise innovation performance?-The moderating effect of environmental complexity,"Xiao, Peng; Sun, Xiaoxia",2022,MANAGERIAL AND DECISION ECONOMICS,10.1002/mde.3482,crossref_score=74,Xiao_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,xiao_2022
206,The Degree of Internationalization and Firm Productivity: Empirical Evidence from Large Multinationals,"Tsionas, Mike G.; Tzeremes, Nickolaos G.",2022,BRITISH JOURNAL OF MANAGEMENT,10.1111/1467-8551.12560,crossref_score=76,Tsionas_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|MNE|DOI,,DOI,,Y,L2:title-I+P-confirmed,Medium,uncertain-near-year-match,tsionas_2022
207,Internationalization and Productivity of Construction Firms in a Developing Country: The Effect of Institutional Environment and Ownership on Malaysian Construction Firms,"Azman, Mohd Azrai; Hon, Carol K. H.; Xia, Bo; Lee, Boon L.; Skitmore, Martin",2022,JOURNAL OF MANAGEMENT IN ENGINEERING,10.1061/(asce)me.1943-5479.0000985,crossref_score=86,Azman_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,2,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,azman_2022
209,The synergistic impact between internationalization and supply-and-demand interaction on firm performance: a study of environmental responsibility in social networking service,"Kim, YooJung; Seo, Yejung",2022,INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT,10.1108/ijchm-05-2021-0679,crossref_score=73,Kim_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,uncertain-near-year-match,kim_2022
210,Internationalisation and performance in family businesses: influence of the internationalisation path followed,"Varas-Fuente, Oscar Javier; Arguedas-Sanz, Raquel; Rodrigo-Moya, Beatriz",2022,INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP & SMALL BUSINESS,10.1504/ijesb.2022.124453,crossref_score=86,VarasFuente_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,varasfuente_2022
214,'R&D and export performance: exploring heterogeneity along the export intensity distribution',"Benfratello, L.; Bottasso, A.; Piccardo, C.",2022,JOURNAL OF INDUSTRIAL AND BUSINESS ECONOMICS,10.1007/s40812-022-00209-1,crossref_score=73,Benfratello_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,UNSURE,NO-CLEAR-SIGNAL,,export_ratio,,Y,L2:title-I+P-confirmed,High,new_unique,benfratello_2022
215,Moderating Effects of Internationalization between Corporate Social Responsibility and Financial Performance: The Case of Construction Firms,"Sang, Meiyue; Zhang, Yuqing; Ye, Kunhui; Jiang, Weiyan",2022,BUILDINGS,10.3390/buildings12020185,crossref_score=70,Sang_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|financial-perf,,other,financial_perf,Y,L2:title-I+P-confirmed,Medium,new_unique,sang_2022
218,"The complex interplay of firm innovation, internationalization and learning capability in driving firm performance: a configurational analysis","Freixanet, Joan; Federo, Ryan",2022,JOURNAL OF STRATEGY AND MANAGEMENT,10.1108/jsma-11-2021-0220,crossref_score=92,Freixanet_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,in_existing,freixanet_2022
222,Turning the Tables: The Relationship Between Performance and Multinationality,"Schmuck, Alice; Lagerstrom, Katarina; Sallis, James",2022,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-022-00464-3,crossref_score=60,Schmuck_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,High,in_existing,schmuck_2022
226,The effects of performance shortfalls on firms' exploitation and exploration R&D internationalization decisions: Does industry environmental matter?,"Zhong, Xi; Chen, Weihong; Ren, Ge",2022,TECHNOVATION,10.1016/j.technovation.2021.102408,crossref_score=73,Zhong_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,zhong_2022
229,Internationalisation as a stimulus for SME innovation in developing economies: Comparing SMEs in factor-driven and efficiency-driven economies,"Smallbone, David; Saridakis, George; Abubakar, Yazid Abdullahi",2022,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2022.01.045,crossref_score=100,Smallbone_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,smallbone_2022
230,Internationalization of R&D and Innovation Performance in the Pharma Industry,"Sommer, Daniel; Bhandari, Krishna Raj",2022,JOURNAL OF INTERNATIONAL MANAGEMENT,,crossref_no_match,Sommer_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,sommer_2022
234,Internationalization of innovation and firm performance in the pharmaceutical industry,"Zhai, Zhe; Ghosal, Vivek",2022,INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,,crossref_no_match,Zhai_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,new_unique,zhai_2022
237,Network cooperation and economic performance of SMEs: Direct and mediating impacts of innovation and internationalisation,"Singh, Rashmeet; Chandrashekar, Deepak; Hillemane, Bala Subrahmanya Mungila; Sukumar, Arun; Jafari-Sadeghi, Vahid",2022,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2022.04.032,crossref_score=65,Singh_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,singh_2022
241,The dual mechanism of social networks on the relationship between internationalization and firm performance: Empirical evidence from china,"Cao, Xin; Li, Peng; Huang, Xiaozhi; Fan, Limin",2022,PLOS ONE,10.1371/journal.pone.0263674,crossref_score=65,Cao_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,2,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,new_unique,cao_2022
244,Economies of Scale: The Rationale Behind the Multinationality-Performance Enigma,"Eckert, Stefan; Koppe, Max; Burkatzki, Eckhard; Eichentopf, Simon; Scharf, Constantin",2022,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-022-00473-2,crossref_score=69,Eckert_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,High,new_unique,eckert_2022
248,Business environment distance and innovation performance of EMNEs: The mediating effect of R&D internationalization,"Zhao, Xiaoyang; Yi, Changjun; Zhan, Yun; Guo, Minmin",2022,JOURNAL OF INNOVATION & KNOWLEDGE,10.1016/j.jik.2022.100241,crossref_score=61,Zhao_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,zhao_2022
252,Firm resources and internationalisation performance,"Capar, Nejat",2022,JOURNAL FOR INTERNATIONAL BUSINESS AND ENTREPRENEURSHIP DEVELOPMENT,,crossref_no_match,Capar_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,capar_2022
254,Dynamic customer-oriented relational capabilities: how do they impact internationalizing firm performance?,"Mishra, Abhishek; Anning-Dorson, Thomas",2022,JOURNAL OF SERVICE THEORY AND PRACTICE,10.1108/jstp-10-2021-0202,crossref_score=82,Mishra_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,new_unique,mishra_2022
256,Taking the international route: Investigating the impact of socioemotional wealth dimensions on family firm performance via internationalisation,"Chang, Asma; Mubarik, Shujaat",2022,ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,10.15678/eber.2022.100305,crossref_score=84,Chang_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,new_unique,chang_2022
257,Does Corporate ESG Performance Improve Export Intensity? Evidence from Chinese Listed Firms,"Wu, Qinglan; Chen, Guifu; Han, Jing; Wu, Liyan",2022,SUSTAINABILITY,10.3390/su142012981,crossref_score=82,Wu_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,UNSURE,NO-CLEAR-SIGNAL,2,export_ratio,,Y,L2:title-I+P-confirmed,High,new_unique,wu_2022
258,Modeling analysis of the correlation between duality innovation and multinational enterprise performance,"Li, Xinran; Chen, SzeTing",2022,FRONTIERS IN PSYCHOLOGY,,crossref_no_match,Li_2022,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE|firm-performance,,other,,Y,L2:title-I+P-confirmed,Low,uncertain-near-year-match,li_2022
263,Corporate sustainability and enterprise performance The mediating effects of internationalization and networks,"Bojnec, Stefan; Tomsic, Nastja",2021,INTERNATIONAL JOURNAL OF PRODUCTIVITY AND PERFORMANCE MANAGEMENT,,crossref_no_match,Bojnec_2021,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,bojnec_2021
264,"Selection, learning, and productivity at the firm level: Evidence from Canadian outward FDI","Hejazi, Walid; Tang, Jianmin; Wang, Weimin",2021,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/s41267-020-00343-9,crossref_score=75,Hejazi_2021,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:FDI,,FDI,,Y,L2:title-I+P-confirmed,Medium,new_unique,hejazi_2021
265,The effect of industry-specific networking behaviour on the internationalization performance of Czech SMEs,"Srivastava, Mohit; Tyll, Ladislav",2021,EUROPEAN BUSINESS REVIEW,10.1108/ebr-10-2019-0244,crossref_score=65,Srivastava_2021,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,3,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,srivastava_2021
266,No place like home: The effect of exporting to the country of origin on the financial performance of immigrant-owned SMEs,"Morgan, Horatio M.; Sui, Sui; Malhotra, Shavin",2021,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/s41267-020-00360-8,crossref_score=71,Morgan_2021,,,,,,,,,,,,,3,,,,,,,Y,L2:prescreen-Y+fp=financial_perf,Y,INCL:exporter|financial-perf,,,financial_perf,Y,L2:prescreen-Y+fp=financial_perf,Low,new_unique,morgan_2021
267,"Using the SHAPLEY value approach to variance decomposition in strategy research: Diversification, internationalization, and corporate group effects on affiliate profitability","Sharapov, Dmitry; Kattuman, Paul; Rodriguez, Diego; Velazquez, F. Javier",2021,STRATEGIC MANAGEMENT JOURNAL,10.1002/smj.3236,crossref_score=92,Sharapov_2021,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|financial-perf,1,other,financial_perf,Y,L2:title-I+P-confirmed,Medium,new_unique,sharapov_2021
268,Multinationality and performance effects: an integrated theory of new patterns of multinationality and home political influence,"Yen, I-Fan; Lin, Hsin-Mei",2021,CHINESE MANAGEMENT STUDIES,10.1108/cms-12-2019-0441,crossref_score=81,Yen_2021,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,2,other,,Y,L2:title-I+P-confirmed,High,new_unique,yen_2021
273,'Letters to the editor': the relationship between multinationality and firm performance in emerging markets,"Mullen, Cormac",2021,TRANSNATIONAL CORPORATIONS REVIEW,10.1080/19186444.2020.1857122,crossref_score=71,Mullen_2021,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE|firm-performance,2,other,firm_performance,Y,L2:title-I+P-confirmed,High,new_unique,mullen_2021
274,The role of internationalization in entrepreneurial orientation-performance link: empirical study of SMEs in a developing nation perspective,"Dadzie, Zaynab; Agyapong, Ahmed; Suglo, Abdulai",2021,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,10.1108/ribs-09-2019-0126,crossref_score=77,Dadzie_2021,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,dadzie_2021
275,Internationalisation and financial performance: in the case of global automotive firms,"Zainudin, Rozaimah; Mahdzan, Nurul Shahnaz; Mohamad, Norzulkarnien Nor",2021,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,,crossref_no_match,Zainudin_2021,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|financial-perf,,other,financial_perf,Y,L2:title-I+P-confirmed,Medium,new_unique,zainudin_2021
